PING 172.217.31.206 (172.217.31.206) 56(84) bytes of data.
64 bytes from 172.217.31.206: icmp_seq=403 ttl=128 time=72.8 ms
64 bytes from 172.217.31.206: icmp_seq=405 ttl=128 time=67.7 ms
64 bytes from 172.217.31.206: icmp_seq=406 ttl=128 time=69.7 ms
64 bytes from 172.217.31.206: icmp_seq=407 ttl=128 time=70.7 ms
64 bytes from 172.217.31.206: icmp_seq=408 ttl=128 time=72.3 ms
64 bytes from 172.217.31.206: icmp_seq=409 ttl=128 time=67.6 ms
64 bytes from 172.217.31.206: icmp_seq=410 ttl=128 time=73.0 ms
64 bytes from 172.217.31.206: icmp_seq=411 ttl=128 time=70.8 ms
64 bytes from 172.217.31.206: icmp_seq=412 ttl=128 time=70.2 ms
64 bytes from 172.217.31.206: icmp_seq=413 ttl=128 time=74.7 ms
64 bytes from 172.217.31.206: icmp_seq=414 ttl=128 time=68.1 ms
64 bytes from 172.217.31.206: icmp_seq=415 ttl=128 time=76.1 ms
64 bytes from 172.217.31.206: icmp_seq=416 ttl=128 time=75.6 ms
64 bytes from 172.217.31.206: icmp_seq=417 ttl=128 time=73.4 ms
64 bytes from 172.217.31.206: icmp_seq=418 ttl=128 time=70.7 ms
64 bytes from 172.217.31.206: icmp_seq=419 ttl=128 time=87.6 ms
64 bytes from 172.217.31.206: icmp_seq=420 ttl=128 time=74.7 ms
64 bytes from 172.217.31.206: icmp_seq=421 ttl=128 time=67.4 ms
64 bytes from 172.217.31.206: icmp_seq=422 ttl=128 time=70.4 ms
64 bytes from 172.217.31.206: icmp_seq=423 ttl=128 time=84.7 ms
64 bytes from 172.217.31.206: icmp_seq=424 ttl=128 time=69.2 ms
64 bytes from 172.217.31.206: icmp_seq=425 ttl=128 time=69.2 ms
64 bytes from 172.217.31.206: icmp_seq=426 ttl=128 time=68.0 ms
64 bytes from 172.217.31.206: icmp_seq=427 ttl=128 time=93.5 ms
64 bytes from 172.217.31.206: icmp_seq=428 ttl=128 time=77.1 ms
64 bytes from 172.217.31.206: icmp_seq=429 ttl=128 time=67.9 ms
64 bytes from 172.217.31.206: icmp_seq=430 ttl=128 time=68.2 ms
64 bytes from 172.217.31.206: icmp_seq=431 ttl=128 time=69.8 ms
64 bytes from 172.217.31.206: icmp_seq=432 ttl=128 time=70.1 ms
64 bytes from 172.217.31.206: icmp_seq=433 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=434 ttl=128 time=135 ms
64 bytes from 172.217.31.206: icmp_seq=435 ttl=128 time=71.6 ms
64 bytes from 172.217.31.206: icmp_seq=436 ttl=128 time=72.8 ms
64 bytes from 172.217.31.206: icmp_seq=437 ttl=128 time=79.0 ms
64 bytes from 172.217.31.206: icmp_seq=438 ttl=128 time=72.2 ms
64 bytes from 172.217.31.206: icmp_seq=439 ttl=128 time=70.6 ms
64 bytes from 172.217.31.206: icmp_seq=440 ttl=128 time=132 ms
64 bytes from 172.217.31.206: icmp_seq=441 ttl=128 time=79.0 ms
64 bytes from 172.217.31.206: icmp_seq=442 ttl=128 time=102 ms
64 bytes from 172.217.31.206: icmp_seq=443 ttl=128 time=103 ms
64 bytes from 172.217.31.206: icmp_seq=444 ttl=128 time=98.3 ms
64 bytes from 172.217.31.206: icmp_seq=445 ttl=128 time=68.2 ms
64 bytes from 172.217.31.206: icmp_seq=446 ttl=128 time=73.7 ms
64 bytes from 172.217.31.206: icmp_seq=447 ttl=128 time=86.0 ms
64 bytes from 172.217.31.206: icmp_seq=448 ttl=128 time=69.6 ms
64 bytes from 172.217.31.206: icmp_seq=449 ttl=128 time=81.4 ms
64 bytes from 172.217.31.206: icmp_seq=450 ttl=128 time=68.6 ms
64 bytes from 172.217.31.206: icmp_seq=451 ttl=128 time=72.7 ms
64 bytes from 172.217.31.206: icmp_seq=452 ttl=128 time=75.6 ms
64 bytes from 172.217.31.206: icmp_seq=453 ttl=128 time=96.5 ms
64 bytes from 172.217.31.206: icmp_seq=454 ttl=128 time=86.4 ms
64 bytes from 172.217.31.206: icmp_seq=455 ttl=128 time=74.5 ms
64 bytes from 172.217.31.206: icmp_seq=456 ttl=128 time=70.8 ms
64 bytes from 172.217.31.206: icmp_seq=457 ttl=128 time=86.1 ms
64 bytes from 172.217.31.206: icmp_seq=458 ttl=128 time=72.7 ms
64 bytes from 172.217.31.206: icmp_seq=459 ttl=128 time=70.0 ms
64 bytes from 172.217.31.206: icmp_seq=460 ttl=128 time=72.7 ms
64 bytes from 172.217.31.206: icmp_seq=461 ttl=128 time=83.3 ms
64 bytes from 172.217.31.206: icmp_seq=463 ttl=128 time=68.9 ms
64 bytes from 172.217.31.206: icmp_seq=464 ttl=128 time=70.6 ms
64 bytes from 172.217.31.206: icmp_seq=465 ttl=128 time=69.5 ms
64 bytes from 172.217.31.206: icmp_seq=466 ttl=128 time=69.1 ms
64 bytes from 172.217.31.206: icmp_seq=467 ttl=128 time=74.4 ms
64 bytes from 172.217.31.206: icmp_seq=468 ttl=128 time=67.1 ms
64 bytes from 172.217.31.206: icmp_seq=469 ttl=128 time=68.5 ms
64 bytes from 172.217.31.206: icmp_seq=470 ttl=128 time=68.2 ms
64 bytes from 172.217.31.206: icmp_seq=471 ttl=128 time=84.5 ms
64 bytes from 172.217.31.206: icmp_seq=474 ttl=128 time=120 ms
64 bytes from 172.217.31.206: icmp_seq=475 ttl=128 time=71.8 ms
64 bytes from 172.217.31.206: icmp_seq=476 ttl=128 time=71.9 ms
64 bytes from 172.217.31.206: icmp_seq=477 ttl=128 time=83.9 ms
64 bytes from 172.217.31.206: icmp_seq=478 ttl=128 time=238 ms
64 bytes from 172.217.31.206: icmp_seq=479 ttl=128 time=89.8 ms
64 bytes from 172.217.31.206: icmp_seq=480 ttl=128 time=91.9 ms
64 bytes from 172.217.31.206: icmp_seq=481 ttl=128 time=93.6 ms
64 bytes from 172.217.31.206: icmp_seq=482 ttl=128 time=138 ms
64 bytes from 172.217.31.206: icmp_seq=483 ttl=128 time=111 ms
64 bytes from 172.217.31.206: icmp_seq=484 ttl=128 time=296 ms
64 bytes from 172.217.31.206: icmp_seq=485 ttl=128 time=67.2 ms
64 bytes from 172.217.31.206: icmp_seq=486 ttl=128 time=89.8 ms
64 bytes from 172.217.31.206: icmp_seq=487 ttl=128 time=90.9 ms
64 bytes from 172.217.31.206: icmp_seq=488 ttl=128 time=97.4 ms
64 bytes from 172.217.31.206: icmp_seq=489 ttl=128 time=90.8 ms
64 bytes from 172.217.31.206: icmp_seq=490 ttl=128 time=72.5 ms
64 bytes from 172.217.31.206: icmp_seq=491 ttl=128 time=70.2 ms
64 bytes from 172.217.31.206: icmp_seq=492 ttl=128 time=125 ms
64 bytes from 172.217.31.206: icmp_seq=493 ttl=128 time=80.5 ms
64 bytes from 172.217.31.206: icmp_seq=494 ttl=128 time=255 ms
64 bytes from 172.217.31.206: icmp_seq=495 ttl=128 time=230 ms
64 bytes from 172.217.31.206: icmp_seq=496 ttl=128 time=83.1 ms
64 bytes from 172.217.31.206: icmp_seq=498 ttl=128 time=68.9 ms
64 bytes from 172.217.31.206: icmp_seq=499 ttl=128 time=94.0 ms
64 bytes from 172.217.31.206: icmp_seq=500 ttl=128 time=73.6 ms
64 bytes from 172.217.31.206: icmp_seq=501 ttl=128 time=118 ms
64 bytes from 172.217.31.206: icmp_seq=502 ttl=128 time=102 ms
64 bytes from 172.217.31.206: icmp_seq=504 ttl=128 time=71.1 ms
64 bytes from 172.217.31.206: icmp_seq=505 ttl=128 time=72.8 ms
64 bytes from 172.217.31.206: icmp_seq=506 ttl=128 time=91.7 ms
64 bytes from 172.217.31.206: icmp_seq=508 ttl=128 time=157 ms
64 bytes from 172.217.31.206: icmp_seq=509 ttl=128 time=88.1 ms
64 bytes from 172.217.31.206: icmp_seq=510 ttl=128 time=842 ms
64 bytes from 172.217.31.206: icmp_seq=511 ttl=128 time=74.6 ms
64 bytes from 172.217.31.206: icmp_seq=513 ttl=128 time=136 ms
64 bytes from 172.217.31.206: icmp_seq=514 ttl=128 time=69.7 ms
64 bytes from 172.217.31.206: icmp_seq=515 ttl=128 time=187 ms
64 bytes from 172.217.31.206: icmp_seq=516 ttl=128 time=174 ms
64 bytes from 172.217.31.206: icmp_seq=520 ttl=128 time=217 ms
64 bytes from 172.217.31.206: icmp_seq=521 ttl=128 time=100 ms
64 bytes from 172.217.31.206: icmp_seq=522 ttl=128 time=74.7 ms
64 bytes from 172.217.31.206: icmp_seq=523 ttl=128 time=68.5 ms
64 bytes from 172.217.31.206: icmp_seq=524 ttl=128 time=80.4 ms
64 bytes from 172.217.31.206: icmp_seq=525 ttl=128 time=79.6 ms
64 bytes from 172.217.31.206: icmp_seq=526 ttl=128 time=67.8 ms
64 bytes from 172.217.31.206: icmp_seq=527 ttl=128 time=80.6 ms
64 bytes from 172.217.31.206: icmp_seq=528 ttl=128 time=70.7 ms
64 bytes from 172.217.31.206: icmp_seq=529 ttl=128 time=99.6 ms
64 bytes from 172.217.31.206: icmp_seq=530 ttl=128 time=71.8 ms
64 bytes from 172.217.31.206: icmp_seq=531 ttl=128 time=67.1 ms
64 bytes from 172.217.31.206: icmp_seq=532 ttl=128 time=68.6 ms
64 bytes from 172.217.31.206: icmp_seq=533 ttl=128 time=72.3 ms
64 bytes from 172.217.31.206: icmp_seq=534 ttl=128 time=75.2 ms
64 bytes from 172.217.31.206: icmp_seq=535 ttl=128 time=85.0 ms
64 bytes from 172.217.31.206: icmp_seq=536 ttl=128 time=73.1 ms
64 bytes from 172.217.31.206: icmp_seq=537 ttl=128 time=87.3 ms
64 bytes from 172.217.31.206: icmp_seq=538 ttl=128 time=67.1 ms
64 bytes from 172.217.31.206: icmp_seq=539 ttl=128 time=68.6 ms
64 bytes from 172.217.31.206: icmp_seq=540 ttl=128 time=69.3 ms
64 bytes from 172.217.31.206: icmp_seq=541 ttl=128 time=73.9 ms
64 bytes from 172.217.31.206: icmp_seq=542 ttl=128 time=75.5 ms
64 bytes from 172.217.31.206: icmp_seq=543 ttl=128 time=70.5 ms
64 bytes from 172.217.31.206: icmp_seq=545 ttl=128 time=69.0 ms
64 bytes from 172.217.31.206: icmp_seq=546 ttl=128 time=68.0 ms
64 bytes from 172.217.31.206: icmp_seq=547 ttl=128 time=67.7 ms
64 bytes from 172.217.31.206: icmp_seq=548 ttl=128 time=67.3 ms
64 bytes from 172.217.31.206: icmp_seq=550 ttl=128 time=67.7 ms
64 bytes from 172.217.31.206: icmp_seq=551 ttl=128 time=75.9 ms
64 bytes from 172.217.31.206: icmp_seq=552 ttl=128 time=76.1 ms
64 bytes from 172.217.31.206: icmp_seq=553 ttl=128 time=75.7 ms
64 bytes from 172.217.31.206: icmp_seq=554 ttl=128 time=68.7 ms
64 bytes from 172.217.31.206: icmp_seq=555 ttl=128 time=68.0 ms
64 bytes from 172.217.31.206: icmp_seq=556 ttl=128 time=67.1 ms
64 bytes from 172.217.31.206: icmp_seq=557 ttl=128 time=74.6 ms
64 bytes from 172.217.31.206: icmp_seq=558 ttl=128 time=68.1 ms
64 bytes from 172.217.31.206: icmp_seq=559 ttl=128 time=73.7 ms
64 bytes from 172.217.31.206: icmp_seq=560 ttl=128 time=72.0 ms
64 bytes from 172.217.31.206: icmp_seq=561 ttl=128 time=69.2 ms
64 bytes from 172.217.31.206: icmp_seq=563 ttl=128 time=75.2 ms
64 bytes from 172.217.31.206: icmp_seq=564 ttl=128 time=76.1 ms
64 bytes from 172.217.31.206: icmp_seq=565 ttl=128 time=67.6 ms
64 bytes from 172.217.31.206: icmp_seq=566 ttl=128 time=72.6 ms
64 bytes from 172.217.31.206: icmp_seq=567 ttl=128 time=76.7 ms
64 bytes from 172.217.31.206: icmp_seq=568 ttl=128 time=74.5 ms
64 bytes from 172.217.31.206: icmp_seq=569 ttl=128 time=75.6 ms
64 bytes from 172.217.31.206: icmp_seq=570 ttl=128 time=71.5 ms
64 bytes from 172.217.31.206: icmp_seq=571 ttl=128 time=71.4 ms
64 bytes from 172.217.31.206: icmp_seq=572 ttl=128 time=70.2 ms
64 bytes from 172.217.31.206: icmp_seq=574 ttl=128 time=71.5 ms
64 bytes from 172.217.31.206: icmp_seq=575 ttl=128 time=71.4 ms
64 bytes from 172.217.31.206: icmp_seq=576 ttl=128 time=71.3 ms
64 bytes from 172.217.31.206: icmp_seq=577 ttl=128 time=73.1 ms
64 bytes from 172.217.31.206: icmp_seq=578 ttl=128 time=74.3 ms
64 bytes from 172.217.31.206: icmp_seq=579 ttl=128 time=68.5 ms
64 bytes from 172.217.31.206: icmp_seq=580 ttl=128 time=72.2 ms
64 bytes from 172.217.31.206: icmp_seq=581 ttl=128 time=73.4 ms
64 bytes from 172.217.31.206: icmp_seq=582 ttl=128 time=73.1 ms
64 bytes from 172.217.31.206: icmp_seq=584 ttl=128 time=72.7 ms
64 bytes from 172.217.31.206: icmp_seq=585 ttl=128 time=73.3 ms
64 bytes from 172.217.31.206: icmp_seq=586 ttl=128 time=70.2 ms
64 bytes from 172.217.31.206: icmp_seq=587 ttl=128 time=75.3 ms
64 bytes from 172.217.31.206: icmp_seq=588 ttl=128 time=70.5 ms
64 bytes from 172.217.31.206: icmp_seq=589 ttl=128 time=73.5 ms
64 bytes from 172.217.31.206: icmp_seq=590 ttl=128 time=73.5 ms
64 bytes from 172.217.31.206: icmp_seq=591 ttl=128 time=66.9 ms
64 bytes from 172.217.31.206: icmp_seq=593 ttl=128 time=72.5 ms
64 bytes from 172.217.31.206: icmp_seq=594 ttl=128 time=68.3 ms
64 bytes from 172.217.31.206: icmp_seq=595 ttl=128 time=71.9 ms
64 bytes from 172.217.31.206: icmp_seq=596 ttl=128 time=70.0 ms
64 bytes from 172.217.31.206: icmp_seq=597 ttl=128 time=69.8 ms
64 bytes from 172.217.31.206: icmp_seq=598 ttl=128 time=68.1 ms
64 bytes from 172.217.31.206: icmp_seq=599 ttl=128 time=70.5 ms
64 bytes from 172.217.31.206: icmp_seq=600 ttl=128 time=77.2 ms
64 bytes from 172.217.31.206: icmp_seq=601 ttl=128 time=67.1 ms
64 bytes from 172.217.31.206: icmp_seq=602 ttl=128 time=68.8 ms
64 bytes from 172.217.31.206: icmp_seq=603 ttl=128 time=69.7 ms
64 bytes from 172.217.31.206: icmp_seq=604 ttl=128 time=69.0 ms
64 bytes from 172.217.31.206: icmp_seq=606 ttl=128 time=70.9 ms
64 bytes from 172.217.31.206: icmp_seq=607 ttl=128 time=70.3 ms
64 bytes from 172.217.31.206: icmp_seq=608 ttl=128 time=72.0 ms
64 bytes from 172.217.31.206: icmp_seq=609 ttl=128 time=70.3 ms
64 bytes from 172.217.31.206: icmp_seq=610 ttl=128 time=67.7 ms
64 bytes from 172.217.31.206: icmp_seq=611 ttl=128 time=70.3 ms
64 bytes from 172.217.31.206: icmp_seq=612 ttl=128 time=80.1 ms
64 bytes from 172.217.31.206: icmp_seq=613 ttl=128 time=71.6 ms
64 bytes from 172.217.31.206: icmp_seq=614 ttl=128 time=72.5 ms
64 bytes from 172.217.31.206: icmp_seq=615 ttl=128 time=70.4 ms
64 bytes from 172.217.31.206: icmp_seq=616 ttl=128 time=77.2 ms
64 bytes from 172.217.31.206: icmp_seq=617 ttl=128 time=73.8 ms
64 bytes from 172.217.31.206: icmp_seq=618 ttl=128 time=77.5 ms
64 bytes from 172.217.31.206: icmp_seq=619 ttl=128 time=124 ms
64 bytes from 172.217.31.206: icmp_seq=620 ttl=128 time=77.6 ms
64 bytes from 172.217.31.206: icmp_seq=621 ttl=128 time=74.4 ms
64 bytes from 172.217.31.206: icmp_seq=622 ttl=128 time=71.5 ms
64 bytes from 172.217.31.206: icmp_seq=623 ttl=128 time=90.7 ms
64 bytes from 172.217.31.206: icmp_seq=624 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=625 ttl=128 time=76.5 ms
64 bytes from 172.217.31.206: icmp_seq=626 ttl=128 time=74.4 ms
64 bytes from 172.217.31.206: icmp_seq=627 ttl=128 time=67.5 ms
64 bytes from 172.217.31.206: icmp_seq=628 ttl=128 time=68.8 ms
64 bytes from 172.217.31.206: icmp_seq=629 ttl=128 time=69.3 ms
64 bytes from 172.217.31.206: icmp_seq=630 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=631 ttl=128 time=72.5 ms
64 bytes from 172.217.31.206: icmp_seq=632 ttl=128 time=67.3 ms
64 bytes from 172.217.31.206: icmp_seq=634 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=635 ttl=128 time=71.1 ms
64 bytes from 172.217.31.206: icmp_seq=636 ttl=128 time=73.5 ms
64 bytes from 172.217.31.206: icmp_seq=637 ttl=128 time=71.4 ms
64 bytes from 172.217.31.206: icmp_seq=638 ttl=128 time=70.1 ms
64 bytes from 172.217.31.206: icmp_seq=639 ttl=128 time=72.0 ms
64 bytes from 172.217.31.206: icmp_seq=640 ttl=128 time=72.0 ms
64 bytes from 172.217.31.206: icmp_seq=641 ttl=128 time=67.8 ms
64 bytes from 172.217.31.206: icmp_seq=642 ttl=128 time=69.7 ms
64 bytes from 172.217.31.206: icmp_seq=643 ttl=128 time=81.4 ms
64 bytes from 172.217.31.206: icmp_seq=644 ttl=128 time=69.1 ms
64 bytes from 172.217.31.206: icmp_seq=645 ttl=128 time=597 ms
64 bytes from 172.217.31.206: icmp_seq=646 ttl=128 time=68.0 ms
64 bytes from 172.217.31.206: icmp_seq=647 ttl=128 time=71.9 ms
64 bytes from 172.217.31.206: icmp_seq=648 ttl=128 time=76.1 ms
64 bytes from 172.217.31.206: icmp_seq=649 ttl=128 time=72.5 ms
64 bytes from 172.217.31.206: icmp_seq=650 ttl=128 time=71.1 ms
64 bytes from 172.217.31.206: icmp_seq=651 ttl=128 time=75.7 ms
64 bytes from 172.217.31.206: icmp_seq=652 ttl=128 time=68.0 ms
64 bytes from 172.217.31.206: icmp_seq=653 ttl=128 time=72.5 ms
64 bytes from 172.217.31.206: icmp_seq=654 ttl=128 time=69.3 ms
64 bytes from 172.217.31.206: icmp_seq=655 ttl=128 time=71.7 ms
64 bytes from 172.217.31.206: icmp_seq=656 ttl=128 time=74.5 ms
64 bytes from 172.217.31.206: icmp_seq=657 ttl=128 time=72.2 ms
64 bytes from 172.217.31.206: icmp_seq=658 ttl=128 time=69.3 ms
64 bytes from 172.217.31.206: icmp_seq=659 ttl=128 time=68.6 ms
64 bytes from 172.217.31.206: icmp_seq=660 ttl=128 time=73.9 ms
64 bytes from 172.217.31.206: icmp_seq=661 ttl=128 time=69.4 ms
64 bytes from 172.217.31.206: icmp_seq=662 ttl=128 time=78.0 ms
64 bytes from 172.217.31.206: icmp_seq=663 ttl=128 time=71.6 ms
64 bytes from 172.217.31.206: icmp_seq=664 ttl=128 time=70.6 ms
64 bytes from 172.217.31.206: icmp_seq=665 ttl=128 time=68.3 ms
64 bytes from 172.217.31.206: icmp_seq=666 ttl=128 time=70.1 ms
64 bytes from 172.217.31.206: icmp_seq=667 ttl=128 time=68.5 ms
64 bytes from 172.217.31.206: icmp_seq=668 ttl=128 time=72.1 ms
64 bytes from 172.217.31.206: icmp_seq=669 ttl=128 time=69.4 ms
64 bytes from 172.217.31.206: icmp_seq=670 ttl=128 time=71.0 ms
64 bytes from 172.217.31.206: icmp_seq=672 ttl=128 time=73.1 ms
64 bytes from 172.217.31.206: icmp_seq=673 ttl=128 time=74.3 ms
64 bytes from 172.217.31.206: icmp_seq=674 ttl=128 time=71.8 ms
64 bytes from 172.217.31.206: icmp_seq=675 ttl=128 time=69.4 ms
64 bytes from 172.217.31.206: icmp_seq=676 ttl=128 time=73.4 ms
64 bytes from 172.217.31.206: icmp_seq=678 ttl=128 time=78.5 ms
64 bytes from 172.217.31.206: icmp_seq=679 ttl=128 time=78.4 ms
64 bytes from 172.217.31.206: icmp_seq=680 ttl=128 time=73.7 ms
64 bytes from 172.217.31.206: icmp_seq=681 ttl=128 time=71.1 ms
64 bytes from 172.217.31.206: icmp_seq=682 ttl=128 time=72.6 ms
64 bytes from 172.217.31.206: icmp_seq=683 ttl=128 time=68.8 ms
64 bytes from 172.217.31.206: icmp_seq=684 ttl=128 time=83.1 ms
64 bytes from 172.217.31.206: icmp_seq=685 ttl=128 time=74.5 ms
64 bytes from 172.217.31.206: icmp_seq=687 ttl=128 time=74.9 ms
64 bytes from 172.217.31.206: icmp_seq=688 ttl=128 time=72.0 ms
64 bytes from 172.217.31.206: icmp_seq=689 ttl=128 time=70.5 ms
64 bytes from 172.217.31.206: icmp_seq=690 ttl=128 time=69.3 ms
64 bytes from 172.217.31.206: icmp_seq=691 ttl=128 time=69.8 ms
64 bytes from 172.217.31.206: icmp_seq=692 ttl=128 time=69.9 ms
64 bytes from 172.217.31.206: icmp_seq=693 ttl=128 time=67.4 ms
64 bytes from 172.217.31.206: icmp_seq=694 ttl=128 time=73.1 ms
64 bytes from 172.217.31.206: icmp_seq=695 ttl=128 time=70.4 ms
64 bytes from 172.217.31.206: icmp_seq=696 ttl=128 time=68.1 ms
64 bytes from 172.217.31.206: icmp_seq=697 ttl=128 time=68.5 ms
64 bytes from 172.217.31.206: icmp_seq=698 ttl=128 time=70.6 ms
64 bytes from 172.217.31.206: icmp_seq=699 ttl=128 time=70.5 ms
64 bytes from 172.217.31.206: icmp_seq=700 ttl=128 time=67.4 ms
64 bytes from 172.217.31.206: icmp_seq=701 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=702 ttl=128 time=70.5 ms
64 bytes from 172.217.31.206: icmp_seq=703 ttl=128 time=69.4 ms
64 bytes from 172.217.31.206: icmp_seq=705 ttl=128 time=72.5 ms
64 bytes from 172.217.31.206: icmp_seq=706 ttl=128 time=70.0 ms
64 bytes from 172.217.31.206: icmp_seq=707 ttl=128 time=71.2 ms
64 bytes from 172.217.31.206: icmp_seq=708 ttl=128 time=67.3 ms
64 bytes from 172.217.31.206: icmp_seq=709 ttl=128 time=72.1 ms
64 bytes from 172.217.31.206: icmp_seq=710 ttl=128 time=82.4 ms
64 bytes from 172.217.31.206: icmp_seq=711 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=712 ttl=128 time=73.5 ms
64 bytes from 172.217.31.206: icmp_seq=713 ttl=128 time=69.9 ms
64 bytes from 172.217.31.206: icmp_seq=714 ttl=128 time=68.0 ms
64 bytes from 172.217.31.206: icmp_seq=715 ttl=128 time=70.1 ms
64 bytes from 172.217.31.206: icmp_seq=716 ttl=128 time=73.6 ms
64 bytes from 172.217.31.206: icmp_seq=717 ttl=128 time=68.5 ms
64 bytes from 172.217.31.206: icmp_seq=718 ttl=128 time=70.3 ms
64 bytes from 172.217.31.206: icmp_seq=719 ttl=128 time=71.9 ms
64 bytes from 172.217.31.206: icmp_seq=720 ttl=128 time=67.8 ms
64 bytes from 172.217.31.206: icmp_seq=721 ttl=128 time=67.7 ms
64 bytes from 172.217.31.206: icmp_seq=722 ttl=128 time=67.6 ms
64 bytes from 172.217.31.206: icmp_seq=723 ttl=128 time=68.6 ms
64 bytes from 172.217.31.206: icmp_seq=724 ttl=128 time=76.1 ms
64 bytes from 172.217.31.206: icmp_seq=725 ttl=128 time=71.4 ms
64 bytes from 172.217.31.206: icmp_seq=727 ttl=128 time=68.6 ms
64 bytes from 172.217.31.206: icmp_seq=728 ttl=128 time=67.9 ms
64 bytes from 172.217.31.206: icmp_seq=729 ttl=128 time=67.2 ms
64 bytes from 172.217.31.206: icmp_seq=730 ttl=128 time=68.2 ms
64 bytes from 172.217.31.206: icmp_seq=731 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=732 ttl=128 time=67.9 ms
64 bytes from 172.217.31.206: icmp_seq=733 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=734 ttl=128 time=74.3 ms
64 bytes from 172.217.31.206: icmp_seq=735 ttl=128 time=70.5 ms
64 bytes from 172.217.31.206: icmp_seq=736 ttl=128 time=70.5 ms
64 bytes from 172.217.31.206: icmp_seq=737 ttl=128 time=67.4 ms
64 bytes from 172.217.31.206: icmp_seq=738 ttl=128 time=74.4 ms
64 bytes from 172.217.31.206: icmp_seq=740 ttl=128 time=68.2 ms
64 bytes from 172.217.31.206: icmp_seq=741 ttl=128 time=73.0 ms
64 bytes from 172.217.31.206: icmp_seq=742 ttl=128 time=70.5 ms
64 bytes from 172.217.31.206: icmp_seq=743 ttl=128 time=68.2 ms
64 bytes from 172.217.31.206: icmp_seq=744 ttl=128 time=71.8 ms
64 bytes from 172.217.31.206: icmp_seq=745 ttl=128 time=70.1 ms
64 bytes from 172.217.31.206: icmp_seq=746 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=747 ttl=128 time=68.2 ms
64 bytes from 172.217.31.206: icmp_seq=748 ttl=128 time=69.4 ms
64 bytes from 172.217.31.206: icmp_seq=749 ttl=128 time=71.6 ms
64 bytes from 172.217.31.206: icmp_seq=750 ttl=128 time=76.9 ms
64 bytes from 172.217.31.206: icmp_seq=751 ttl=128 time=68.5 ms
64 bytes from 172.217.31.206: icmp_seq=752 ttl=128 time=74.6 ms
64 bytes from 172.217.31.206: icmp_seq=753 ttl=128 time=69.6 ms
64 bytes from 172.217.31.206: icmp_seq=754 ttl=128 time=68.9 ms
64 bytes from 172.217.31.206: icmp_seq=755 ttl=128 time=68.3 ms
64 bytes from 172.217.31.206: icmp_seq=756 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=757 ttl=128 time=70.0 ms
64 bytes from 172.217.31.206: icmp_seq=758 ttl=128 time=77.1 ms
64 bytes from 172.217.31.206: icmp_seq=759 ttl=128 time=69.0 ms
64 bytes from 172.217.31.206: icmp_seq=760 ttl=128 time=69.1 ms
64 bytes from 172.217.31.206: icmp_seq=761 ttl=128 time=70.3 ms
64 bytes from 172.217.31.206: icmp_seq=762 ttl=128 time=71.4 ms
64 bytes from 172.217.31.206: icmp_seq=763 ttl=128 time=69.4 ms
64 bytes from 172.217.31.206: icmp_seq=764 ttl=128 time=68.2 ms
64 bytes from 172.217.31.206: icmp_seq=765 ttl=128 time=69.5 ms
64 bytes from 172.217.31.206: icmp_seq=766 ttl=128 time=68.8 ms
64 bytes from 172.217.31.206: icmp_seq=767 ttl=128 time=69.9 ms
64 bytes from 172.217.31.206: icmp_seq=768 ttl=128 time=68.3 ms
64 bytes from 172.217.31.206: icmp_seq=769 ttl=128 time=67.2 ms
64 bytes from 172.217.31.206: icmp_seq=770 ttl=128 time=71.2 ms
64 bytes from 172.217.31.206: icmp_seq=771 ttl=128 time=68.1 ms
64 bytes from 172.217.31.206: icmp_seq=772 ttl=128 time=69.6 ms
64 bytes from 172.217.31.206: icmp_seq=773 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=774 ttl=128 time=71.7 ms
64 bytes from 172.217.31.206: icmp_seq=775 ttl=128 time=70.2 ms
64 bytes from 172.217.31.206: icmp_seq=776 ttl=128 time=68.5 ms
64 bytes from 172.217.31.206: icmp_seq=777 ttl=128 time=67.1 ms
64 bytes from 172.217.31.206: icmp_seq=779 ttl=128 time=73.4 ms
64 bytes from 172.217.31.206: icmp_seq=780 ttl=128 time=68.2 ms
64 bytes from 172.217.31.206: icmp_seq=781 ttl=128 time=67.9 ms
64 bytes from 172.217.31.206: icmp_seq=782 ttl=128 time=68.1 ms
64 bytes from 172.217.31.206: icmp_seq=783 ttl=128 time=67.9 ms
64 bytes from 172.217.31.206: icmp_seq=784 ttl=128 time=67.1 ms
64 bytes from 172.217.31.206: icmp_seq=785 ttl=128 time=68.8 ms
64 bytes from 172.217.31.206: icmp_seq=786 ttl=128 time=67.8 ms
64 bytes from 172.217.31.206: icmp_seq=787 ttl=128 time=70.0 ms
